booking_id,user_id,flight_id,price_id,booking_date,booking_status,seat_number,total_paid
61,7,10,157,2024-03-11 09:45:00,Cancelled,4F,398.71
62,7,89,1452,2024-03-21 00:25:00,Confirmed,15C,685.69
63,7,133,2196,2024-12-03 21:11:00,Completed,43B,2610.9
64,7,91,1493,2024-08-11 18:22:00,Confirmed,11D,9539.51
65,8,25,416,2024-02-11 03:21:00,Completed,12C,5803.69
66,8,293,4819,2024-05-15 20:56:00,Confirmed,19A,4105.24
67,8,242,4034,2024-02-25 14:45:00,Confirmed,39E,578.33
68,8,25,406,2024-06-23 23:37:00,Cancelled,15F,708.1
69,8,33,539,2024-01-01 12:18:00,Cancelled,20F,3158.53
70,8,6,100,2024-04-23 18:07:00,Confirmed,3B,4155.21
71,8,210,3510,2024-01-17 19:44:00,Confirmed,5E,5248.55
72,8,149,2457,2024-11-20 03:14:00,Confirmed,40E,2437.08
73,8,87,1428,2024-09-12 11:48:00,Completed,44E,7802.03
74,8,169,2790,2024-03-02 11:24:00,Confirmed,32E,378.04
75,8,289,4732,2024-01-21 00:25:00,Completed,36A,671.38
76,8,36,604,2024-09-13 22:28:00,Confirmed,45B,7983.91
77,8,234,3924,2024-09-09 22:43:00,Completed,14F,5568.54
78,8,97,1588,2024-10-28 09:19:00,Pending,24B,817.19
79,8,10,169,2024-01-13 15:29:00,Completed,11C,5387.12
80,9,4,66,2024-04-06 20:22:00,Confirmed,14D,3188.91
81,9,156,2565,2024-05-05 12:11:00,Confirmed,17B,442.98
82,9,291,4769,2024-01-21 05:42:00,Completed,10B,1341.62
83,9,109,1814,2024-05-11 03:04:00,Completed,37A,7735.72
84,9,207,3456,2024-11-02 11:15:00,Completed,35E,6496.22
85,9,204,3392,2024-09-09 07:00:00,Completed,6D,785.65
86,9,194,3217,2024-08-08 04:39:00,Confirmed,44C,1798.72
87,9,224,3740,2024-06-25 18:35:00,Confirmed,21E,844.28
88,10,43,719,2024-03-19 23:37:00,Confirmed,26A,4728.66
89,10,115,1892,2024-04-14 21:51:00,Completed,45B,416.41
90,10,224,3749,2024-06-12 16:11:00,Confirmed,30A,1700.57
91,10,297,4882,2024-03-01 14:07:00,Confirmed,11B,3988.56
92,10,274,4512,2024-01-06 06:27:00,Confirmed,42E,2320.82
93,11,85,1401,2024-02-12 16:50:00,Cancelled,32F,5665.21
94,11,2,36,2024-11-12 18:06:00,Completed,33D,2967.96
95,11,105,1733,2024-09-12 10:35:00,Completed,21E,1618.36
96,11,227,3800,2024-12-16 05:45:00,Confirmed,34A,7621.22
97,11,25,413,2024-06-08 15:34:00,Cancelled,14A,9340.12
98,11,272,4486,2024-07-20 04:32:00,Confirmed,12E,2442.37
99,11,137,2262,2024-06-10 01:42:00,Confirmed,11F,6184.72
100,11,233,3906,2024-03-01 01:11:00,Cancelled,35B,7944.51
101,11,113,1874,2024-03-22 04:03:00,Confirmed,32C,4436.23
102,11,105,1732,2024-12-05 23:55:00,Confirmed,27C,2978.11
103,11,288,4730,2024-10-23 06:44:00,Confirmed,41F,3455.33
104,11,7,107,2024-03-02 20:13:00,Confirmed,46F,884.74
105,11,73,1223,2024-04-28 04:08:00,Confirmed,9F,3300.95
106,11,51,846,2024-04-12 22:12:00,Completed,9E,2244.28
107,12,206,3424,2024-06-02 13:16:00,Confirmed,4C,267.72
108,12,296,4874,2024-04-27 14:29:00,Confirmed,38A,6422.97
109,12,304,5007,2024-09-08 04:49:00,Confirmed,11E,2186.8
110,12,44,735,2024-07-22 21:47:00,Confirmed,39A,4938.97
111,13,291,4769,2024-12-17 06:07:00,Confirmed,16F,1340.83
112,13,268,4434,2024-05-03 19:24:00,Confirmed,6B,4619.63
113,13,59,971,2024-07-16 00:32:00,Confirmed,24D,1977.21
114,13,194,3222,2024-08-25 01:24:00,Confirmed,10A,8223.66
115,13,285,4673,2024-09-26 12:23:00,Confirmed,19C,746.35
116,14,18,297,2024-08-14 12:12:00,Cancelled,13F,9056.61
117,14,111,1841,2024-10-14 11:00:00,Cancelled,11D,2869.96
118,14,95,1555,2024-03-28 05:24:00,Completed,8A,727.62
119,14,147,2421,2024-03-09 06:50:00,Confirmed,48C,2541.12
120,14,277,4545,2024-12-11 08:43:00,Cancelled,33F,600.64
121,14,20,322,2024-09-24 15:38:00,Cancelled,48E,437.25
122,14,201,3339,2024-03-21 07:46:00,Completed,6F,902.25
123,15,285,4677,2024-11-13 08:14:00,Confirmed,16B,3812.51
124,15,141,2308,2024-08-06 11:42:00,Confirmed,15B,679.78
125,15,130,2136,2024-04-27 01:51:00,Confirmed,46C,199.49
126,15,262,4334,2024-08-13 00:23:00,Confirmed,30F,6516.54
127,15,192,3199,2024-12-19 21:17:00,Completed,26E,7445.99
128,15,133,2198,2024-12-25 20:21:00,Confirmed,16D,2819.03
129,15,184,3037,2024-10-16 08:25:00,Completed,50E,528.82
130,15,189,3132,2024-02-14 06:57:00,Confirmed,22C,683.51
131,15,183,3031,2024-01-18 22:58:00,Confirmed,40C,3680.55
132,15,250,4162,2024-02-27 10:11:00,Cancelled,21C,8139.85
133,15,288,4717,2024-07-13 09:54:00,Confirmed,16A,802.77
134,15,222,3713,2024-05-05 07:23:00,Cancelled,8C,785.97
135,16,190,3153,2024-02-27 09:03:00,Pending,42E,624.07
136,16,292,4781,2024-04-08 05:26:00,Confirmed,21C,484.79
137,16,106,1749,2024-12-26 01:28:00,Confirmed,50D,2930.65
138,16,112,1852,2024-02-22 00:01:00,Cancelled,8D,793.04
139,16,263,4349,2024-06-06 04:59:00,Confirmed,36D,2318.77
140,17,278,4563,2024-05-11 05:13:00,Pending,18F,450.66
141,17,88,1444,2024-07-17 14:16:00,Cancelled,44D,2764.27
142,17,24,399,2024-02-16 06:41:00,Completed,44A,4802.84
143,17,262,4334,2024-07-26 10:56:00,Confirmed,29D,6204.89
144,18,65,1082,2024-10-14 12:43:00,Confirmed,30A,967.08
145,18,55,914,2024-05-02 20:52:00,Completed,45C,7973.0
146,18,75,1250,2024-08-18 02:01:00,Confirmed,42E,3662.61
147,18,23,374,2024-01-01 04:30:00,Confirmed,9A,3073.21
148,18,154,2533,2024-03-11 14:42:00,Confirmed,28A,2419.78
149,18,301,4950,2024-05-08 18:44:00,Completed,14D,3495.23
150,18,262,4335,2024-11-23 02:31:00,Completed,13A,5036.74
151,18,99,1623,2024-07-20 11:22:00,Confirmed,26B,2364.97
152,18,13,220,2024-10-21 05:36:00,Completed,16C,1166.19
153,18,63,1048,2024-12-12 19:22:00,Completed,44B,847.23
154,19,73,1216,2024-03-05 20:44:00,Confirmed,45E,3166.91
155,19,95,1558,2024-09-20 19:11:00,Confirmed,31F,1742.36
156,19,110,1820,2024-06-08 04:14:00,Confirmed,23A,433.6
157,19,230,3847,2024-07-03 01:35:00,Confirmed,12D,6408.06
158,19,303,4974,2024-08-26 03:48:00,Confirmed,13D,159.34
159,19,19,317,2024-02-01 15:07:00,Confirmed,42E,4045.74
160,20,278,4574,2024-11-18 20:11:00,Pending,32F,7890.19
161,20,213,3562,2024-12-25 08:34:00,Completed,31B,7531.27
162,20,161,2657,2024-08-25 08:08:00,Pending,14F,2606.98
163,20,75,1252,2024-03-06 22:32:00,Confirmed,39C,4114.93
164,20,126,2079,2024-03-12 17:42:00,Cancelled,46F,7437.94
165,20,92,1509,2024-03-24 11:25:00,Confirmed,40C,3196.14
166,21,184,3045,2024-11-02 12:15:00,Cancelled,47D,2493.34
167,21,121,2005,2024-02-28 20:07:00,Confirmed,44D,6795.07
168,21,137,2260,2024-02-27 07:00:00,Confirmed,36C,4150.98
169,21,60,1000,2024-11-18 10:09:00,Cancelled,15D,2847.02
170,21,87,1430,2024-07-22 01:32:00,Cancelled,15E,3033.27
171,21,232,3880,2024-11-12 12:04:00,Confirmed,31A,1887.82
172,22,159,2609,2024-05-19 02:51:00,Cancelled,5C,659.15
173,22,43,709,2024-07-24 08:04:00,Completed,44C,388.38
174,22,164,2703,2024-07-09 00:36:00,Confirmed,47D,9783.85
175,22,295,4854,2024-04-19 10:28:00,Confirmed,12A,7134.13
176,22,233,3909,2024-01-26 04:01:00,Confirmed,11F,5217.13
177,22,8,123,2024-02-20 20:31:00,Completed,6B,496.84
178,22,153,2519,2024-02-07 18:15:00,Confirmed,40D,3142.04
179,22,227,3791,2024-09-19 20:29:00,Cancelled,34D,251.59
180,23,37,608,2024-03-14 15:57:00,Confirmed,39B,806.95
181,23,65,1081,2024-08-21 12:43:00,Confirmed,22F,1287.2
182,23,288,4725,2024-09-18 19:30:00,Confirmed,16F,2264.99
183,23,104,1704,2024-11-22 18:57:00,Cancelled,13A,248.43
184,23,300,4937,2024-02-21 12:21:00,Confirmed,33F,2881.44
185,23,289,4737,2024-11-11 05:14:00,Confirmed,8E,2452.53
186,24,174,2884,2024-01-25 11:31:00,Confirmed,19E,5355.03
187,24,223,3737,2024-05-16 00:45:00,Confirmed,36D,7411.3
188,24,195,3242,2024-05-10 17:42:00,Confirmed,20E,6235.14
189,24,220,3669,2024-10-15 09:56:00,Confirmed,13D,1879.98
190,25,210,3495,2024-12-02 08:54:00,Confirmed,16C,694.44
191,25,157,2579,2024-12-08 15:12:00,Completed,18E,151.14
192,25,210,3495,2024-10-06 14:28:00,Completed,37F,654.1
193,25,177,2934,2024-03-19 22:24:00,Confirmed,45C,3380.77
194,25,296,4863,2024-08-24 00:11:00,Confirmed,34B,1191.32
195,25,227,3791,2024-07-22 06:27:00,Pending,21E,245.52
196,25,144,2376,2024-09-20 17:53:00,Confirmed,26C,8551.17
197,25,141,2308,2024-07-22 13:15:00,Confirmed,17C,720.14
198,26,109,1814,2024-05-23 08:50:00,Completed,40A,7847.0
199,26,195,3241,2024-10-20 18:15:00,Confirmed,46C,8889.81
200,26,137,2260,2024-10-15 09:14:00,Confirmed,27C,4233.67
201,26,9,141,2024-09-25 21:53:00,Cancelled,10B,752.21
202,26,24,392,2024-10-11 16:26:00,Completed,47B,2354.3
203,26,287,4716,2024-11-27 17:41:00,Confirmed,18A,6871.33
204,26,124,2042,2024-03-04 00:57:00,Confirmed,4F,2972.92
205,26,86,1420,2024-02-28 15:48:00,Confirmed,34C,3860.96
206,26,96,1579,2024-05-21 22:50:00,Confirmed,38B,2411.79
207,26,62,1030,2024-01-08 00:02:00,Cancelled,20D,251.28
208,26,32,526,2024-03-24 19:14:00,Completed,10F,2847.32
209,26,176,2915,2024-02-05 03:13:00,Confirmed,26C,1729.41
210,26,262,4332,2024-12-20 12:12:00,Confirmed,44D,7741.05
211,26,2,19,2024-09-14 02:59:00,Confirmed,5C,816.88
212,27,179,2954,2024-09-10 06:16:00,Confirmed,15A,662.98
213,27,36,594,2024-04-18 17:23:00,Confirmed,12B,2093.83
214,27,201,3338,2024-03-22 23:08:00,Confirmed,20D,579.78
215,27,146,2399,2024-03-09 13:13:00,Confirmed,15F,450.66
216,27,221,3693,2024-12-19 13:32:00,Cancelled,43D,2379.68
217,27,268,4426,2024-01-02 17:50:00,Completed,21F,2458.92
218,27,70,1154,2024-10-28 08:24:00,Pending,10F,517.67
219,27,44,735,2024-11-22 15:28:00,Confirmed,17B,5927.3
220,27,19,308,2024-05-07 10:03:00,Confirmed,24A,3011.64
221,27,81,1339,2024-03-27 17:39:00,Confirmed,22B,8357.0
222,27,220,3674,2024-06-24 05:12:00,Confirmed,10E,2589.77
223,27,116,1916,2024-01-05 00:08:00,Cancelled,7B,6900.84
224,27,102,1675,2024-01-08 00:14:00,Confirmed,29A,144.98
225,27,61,1007,2024-11-14 14:23:00,Confirmed,28B,915.17
226,28,234,3919,2024-10-20 11:48:00,Confirmed,48A,1839.51
227,28,87,1422,2024-05-21 11:13:00,Completed,12B,155.23
228,28,291,4766,2024-09-25 08:52:00,Confirmed,14C,401.12
229,28,65,1080,2024-01-05 17:18:00,Completed,38F,3277.52
230,28,8,135,2024-02-15 22:10:00,Cancelled,9C,6303.42
231,28,26,427,2024-06-02 14:52:00,Confirmed,17F,1780.23
232,28,271,4477,2024-08-24 03:53:00,Cancelled,45D,8383.73
233,28,160,2631,2024-05-14 03:39:00,Cancelled,12C,236.72
234,28,25,410,2024-07-12 20:34:00,Completed,29B,2229.94
235,28,230,3844,2024-11-05 10:32:00,Confirmed,10C,2817.59
236,28,298,4906,2024-01-26 18:50:00,Confirmed,49E,2970.07
237,28,141,2309,2024-12-09 16:46:00,Completed,32B,555.24
238,28,94,1538,2024-08-19 02:50:00,Confirmed,6A,654.59
239,28,59,977,2024-09-15 16:02:00,Confirmed,45E,8281.76
240,28,205,3408,2024-12-20 01:42:00,Pending,5D,221.96
241,29,237,3971,2024-05-23 01:51:00,Confirmed,10C,5460.93
242,29,51,849,2024-10-20 19:16:00,Confirmed,21F,2669.74
243,29,54,897,2024-08-04 05:11:00,Confirmed,25F,4897.99
244,30,124,2047,2024-04-18 14:11:00,Confirmed,19B,7516.8
245,30,71,1183,2024-02-13 05:24:00,Cancelled,17E,4451.41
246,30,189,3134,2024-04-07 23:47:00,Confirmed,13B,337.74
247,30,144,2375,2024-05-10 14:56:00,Confirmed,33E,8689.96
248,30,246,4089,2024-09-20 18:59:00,Confirmed,2B,477.89
249,30,5,85,2024-06-20 21:24:00,Cancelled,5E,8536.12
250,30,156,2566,2024-04-26 21:28:00,Cancelled,12D,2115.82
251,31,104,1714,2024-03-20 23:20:00,Confirmed,29D,4405.6
252,31,232,3885,2024-06-26 05:10:00,Cancelled,2D,5178.69
253,31,40,660,2024-07-12 17:05:00,Cancelled,2F,1544.67
254,31,183,3022,2024-10-24 05:09:00,Confirmed,21D,474.68
255,31,108,1789,2024-01-05 18:20:00,Cancelled,38D,2006.75
256,31,116,1906,2024-07-08 14:42:00,Confirmed,27B,279.31
257,31,147,2431,2024-11-25 05:02:00,Confirmed,43C,8046.28
258,31,254,4214,2024-01-21 21:35:00,Confirmed,47A,2475.41
259,31,110,1828,2024-11-18 01:02:00,Confirmed,15F,8463.32
260,32,32,527,2024-11-03 05:54:00,Completed,12A,1298.57
261,32,184,3049,2024-12-10 16:42:00,Confirmed,24E,4833.54
262,32,76,1259,2024-07-18 13:34:00,Confirmed,1A,154.84
263,32,291,4775,2024-02-17 10:16:00,Confirmed,20C,3291.71
264,32,66,1095,2024-11-01 01:50:00,Cancelled,33D,2679.22
265,33,260,4297,2024-08-08 10:33:00,Completed,25F,2093.42
266,33,198,3291,2024-05-28 12:47:00,Completed,39D,3955.72
267,33,64,1060,2024-04-10 21:11:00,Confirmed,28B,243.43
268,33,90,1467,2024-02-07 05:01:00,Confirmed,19B,1171.46
269,33,305,5012,2024-05-18 06:50:00,Confirmed,32E,569.73
270,33,284,4656,2024-12-28 03:05:00,Cancelled,10D,691.06
271,33,293,4818,2024-10-20 19:17:00,Confirmed,42B,3742.74
272,33,253,4209,2024-12-07 03:47:00,Confirmed,28D,2302.14
273,33,202,3358,2024-01-24 22:47:00,Confirmed,1C,1971.31
274,33,98,1612,2024-12-06 17:21:00,Confirmed,7A,2606.3
275,34,23,381,2024-06-26 05:17:00,Confirmed,16E,7202.31
276,34,1,16,2024-06-18 22:10:00,Completed,40B,9476.35
277,34,282,4625,2024-10-02 01:28:00,Cancelled,11D,160.49
278,34,214,3573,2024-04-28 07:11:00,Pending,14E,1049.09
279,34,304,4993,2024-07-22 06:13:00,Confirmed,48A,358.24
280,34,249,4143,2024-06-21 03:56:00,Confirmed,49D,2861.12
281,34,89,1451,2024-07-15 03:15:00,Confirmed,50A,364.28
282,34,1,7,2024-02-07 04:42:00,Confirmed,15F,2797.47
283,35,75,1249,2024-02-22 17:54:00,Pending,23B,786.55
284,35,226,3778,2024-12-20 23:54:00,Confirmed,46F,744.84
285,35,10,163,2024-07-16 15:24:00,Confirmed,49F,964.25
286,35,184,3033,2024-10-06 00:40:00,Confirmed,7F,559.07
287,35,132,2183,2024-04-25 02:39:00,Cancelled,27A,7434.75
288,35,225,3774,2024-09-23 03:22:00,Confirmed,35F,6651.85
289,35,123,2024,2024-09-23 09:22:00,Confirmed,44A,680.95
290,35,74,1235,2024-12-13 12:23:00,Completed,35D,3177.91
291,35,85,1400,2024-10-28 11:36:00,Confirmed,29B,3176.99
292,35,153,2524,2024-10-17 18:36:00,Confirmed,21B,9212.71
293,35,300,4935,2024-05-22 13:40:00,Completed,48C,4117.07
294,35,68,1119,2024-10-28 19:01:00,Cancelled,10E,481.64
295,36,208,3466,2024-10-10 02:48:00,Cancelled,32A,1216.17
296,36,281,4608,2024-01-18 19:29:00,Cancelled,17E,376.49
297,36,174,2884,2024-11-20 18:18:00,Confirmed,33B,4907.33
298,36,303,4983,2024-09-28 09:07:00,Confirmed,30E,4001.83
299,36,170,2813,2024-04-13 23:37:00,Confirmed,25C,4461.95
300,36,292,4787,2024-09-01 08:18:00,Completed,11F,1709.44
301,36,254,4217,2024-07-01 10:10:00,Completed,3B,6268.49
302,36,197,3265,2024-03-15 01:25:00,Cancelled,4A,756.9
303,36,271,4460,2024-03-09 17:53:00,Confirmed,50B,718.52
304,37,277,4558,2024-09-19 17:12:00,Completed,22D,4033.42
305,37,152,2500,2024-11-27 17:35:00,Cancelled,31C,629.61
306,37,52,869,2024-09-12 13:55:00,Confirmed,29C,6525.39
307,38,24,388,2024-01-07 01:43:00,Confirmed,44D,726.85
308,38,51,835,2024-10-28 19:22:00,Confirmed,23D,485.21
309,38,146,2399,2024-02-18 08:49:00,Completed,35F,441.88
310,39,212,3539,2024-08-19 01:32:00,Completed,2F,1891.47
311,39,59,970,2024-09-16 05:26:00,Completed,2A,1813.72
312,39,102,1672,2024-07-12 22:07:00,Confirmed,19C,345.76
313,39,126,2065,2024-03-20 19:02:00,Confirmed,22D,263.8
314,39,278,4577,2024-07-27 11:10:00,Confirmed,10B,7793.63
315,39,58,958,2024-06-12 19:38:00,Confirmed,21D,6166.46
316,39,90,1461,2024-03-28 05:07:00,Confirmed,14F,189.56
317,40,147,2416,2024-08-26 00:16:00,Confirmed,25C,519.78
318,40,268,4434,2024-05-22 10:23:00,Cancelled,21B,4835.69
319,40,48,790,2024-04-18 07:20:00,Completed,9C,535.95
320,40,166,2729,2024-12-12 06:06:00,Completed,39A,745.33
321,40,2,28,2024-12-08 12:08:00,Completed,5F,2627.08
322,40,232,3870,2024-04-25 20:09:00,Confirmed,11D,738.03
323,40,134,2218,2024-09-21 17:46:00,Confirmed,21F,7688.77
324,40,160,2632,2024-09-11 05:11:00,Confirmed,44C,281.13
325,40,69,1147,2024-12-28 10:06:00,Pending,21D,3791.7
326,40,182,3017,2024-10-03 14:04:00,Completed,34F,8017.92
327,40,24,387,2024-06-10 19:05:00,Confirmed,18D,681.22
328,40,114,1887,2024-06-21 06:22:00,Confirmed,34F,5888.29
329,40,147,2424,2024-02-27 14:07:00,Confirmed,37D,2445.99
330,41,129,2130,2024-05-28 19:13:00,Confirmed,33E,7075.75
331,41,15,249,2024-04-07 03:33:00,Confirmed,5F,5765.61
332,41,100,1647,2024-04-27 20:33:00,Pending,28A,5179.01
333,41,253,4203,2024-08-17 17:56:00,Completed,5C,6798.92
334,41,87,1427,2024-08-18 15:12:00,Completed,28B,1962.55
335,41,157,2589,2024-11-03 10:11:00,Cancelled,27C,7628.75
336,42,106,1743,2024-06-24 07:30:00,Completed,4A,491.24
337,42,252,4194,2024-10-28 03:22:00,Confirmed,19C,8725.28
338,42,188,3126,2024-08-03 23:30:00,Confirmed,11E,1330.2
339,42,196,3257,2024-10-03 09:14:00,Confirmed,38E,4180.17
340,42,287,4716,2024-05-13 20:50:00,Pending,22A,6380.84
341,42,304,4994,2024-10-19 18:50:00,Confirmed,4E,671.26
342,42,297,4879,2024-09-11 15:14:00,Confirmed,15F,2796.64
343,42,169,2789,2024-03-04 22:05:00,Confirmed,34C,731.47
344,42,144,2356,2024-03-21 09:24:00,Completed,50E,320.05
345,42,148,2438,2024-10-25 21:39:00,Cancelled,29B,2638.72
346,42,280,4597,2024-06-27 15:21:00,Cancelled,49E,897.6
347,42,62,1036,2024-09-24 03:53:00,Confirmed,5D,971.05
348,42,292,4783,2024-08-24 17:38:00,Cancelled,41A,610.0
349,43,149,2452,2024-09-18 06:40:00,Completed,6D,2935.69
350,43,7,118,2024-06-25 18:33:00,Pending,22A,2477.58
351,43,132,2179,2024-04-14 15:48:00,Confirmed,26E,2554.3
352,43,52,859,2024-02-06 23:13:00,Confirmed,33C,1178.41
353,43,213,3559,2024-09-04 02:36:00,Pending,32E,5512.94
354,44,137,2254,2024-06-19 00:56:00,Completed,40F,1336.03
355,44,286,4693,2024-11-28 05:53:00,Confirmed,4C,2616.97
356,44,157,2586,2024-03-18 13:59:00,Confirmed,24A,8135.89
357,44,156,2565,2024-12-17 17:48:00,Completed,48A,415.57
358,45,159,2609,2024-04-05 21:25:00,Completed,8E,634.78
359,45,120,1976,2024-10-03 00:15:00,Confirmed,37D,759.11
360,45,153,2519,2024-03-21 10:22:00,Completed,3E,2725.05
361,45,29,484,2024-12-17 10:52:00,Confirmed,33F,2887.19
362,45,61,1008,2024-01-10 10:03:00,Confirmed,46D,300.66
363,45,103,1693,2024-07-03 10:59:00,Completed,32B,692.17
364,45,187,3106,2024-07-05 14:05:00,Confirmed,47E,8303.61
365,45,198,3285,2024-10-08 06:22:00,Cancelled,46A,1972.64
366,45,166,2736,2024-09-11 13:05:00,Pending,29F,2955.11
367,45,122,2018,2024-02-21 10:55:00,Confirmed,38D,2530.42
368,45,284,4654,2024-03-12 11:50:00,Confirmed,19B,2158.95
369,45,194,3219,2024-11-20 01:42:00,Confirmed,16D,3063.69
370,45,238,3983,2024-03-15 00:54:00,Cancelled,50F,1955.26
371,45,187,3099,2024-07-01 10:58:00,Confirmed,6D,1653.41
372,45,127,2089,2024-05-03 22:43:00,Confirmed,7E,2097.66
373,46,226,3784,2024-06-21 06:21:00,Completed,20D,2519.09
374,46,132,2176,2024-01-12 03:02:00,Cancelled,1B,2265.52
375,46,241,4018,2024-04-01 08:09:00,Confirmed,9E,555.32
376,46,51,840,2024-05-21 08:43:00,Confirmed,49E,595.23
377,46,114,1884,2024-10-11 06:59:00,Confirmed,3D,2475.34
378,46,244,4058,2024-07-09 22:48:00,Cancelled,39F,445.76
379,46,2,30,2024-10-06 05:32:00,Completed,40E,988.23
380,46,223,3722,2024-05-28 10:48:00,Confirmed,46B,639.31
381,46,164,2693,2024-09-24 14:08:00,Confirmed,18B,426.39
382,46,11,175,2024-11-14 17:35:00,Completed,49D,834.06
383,46,134,2220,2024-12-25 01:12:00,Confirmed,33E,3535.14
384,46,32,533,2024-09-16 06:35:00,Cancelled,23E,2825.11
385,46,110,1823,2024-12-08 06:25:00,Confirmed,1C,847.23
386,46,47,773,2024-04-23 00:38:00,Completed,23B,372.6
387,47,206,3434,2024-01-06 17:08:00,Confirmed,11A,3221.67
388,47,130,2147,2024-02-21 05:55:00,Completed,40A,7401.53
389,47,176,2918,2024-08-15 04:00:00,Confirmed,2A,5635.18
390,47,243,4053,2024-12-19 22:17:00,Confirmed,18C,6979.79
391,47,119,1968,2024-09-21 02:03:00,Completed,20A,4653.45
392,47,71,1184,2024-03-25 08:34:00,Confirmed,47F,4685.37
393,47,278,4572,2024-08-05 23:24:00,Completed,37D,3774.25
394,47,102,1677,2024-03-06 11:05:00,Completed,10B,1499.37
395,47,144,2373,2024-01-09 22:41:00,Confirmed,7A,8354.67
396,47,265,4372,2024-10-02 01:12:00,Confirmed,7F,429.39
397,47,188,3126,2024-04-02 15:00:00,Confirmed,45F,1242.36
398,48,28,460,2024-03-25 01:02:00,Completed,16D,650.91
